ID,SG0p,SG0m,SG1p,SG1m,SG2p,SG2m,SG3p,SG3m,SG4p,SG4m,SG5p,SG5m,SG6p,SG6m,SG7p,SG7m,SG8p,SG8m
2,2044,0,862,0,65,944,1651,0,1332,0,535,898,132,0,0,0,0,1752
3,0,856,0,1286,0,2760,0,2188,0,802,0,2669,0,1380,0,40,0,1211
4,0,1075,1437,443,955,0,0,1930,0,1699,2265,539,901,601,0,0,0,1487
5,0,1470,0,1175,66,0,0,3174,0,92,40,2725,0,2143,0,0,0,1513
6,979,0,0,1105,0,273,2493,0,22,0,0,2562,459,0,0,0,0,1507
7,504,0,0,1116,0,435,605,0,255,0,0,2200,0,1584,587,0,0,1395
9,328,0,0,0,0,0,1341,0,0,0,0,0,896,0,0,0,0,49
0,67,0,0,1388,26,291,313,1130,0,1226,40,1653,271,725,106,0,0,2067
1,0,635,0,888,0,62,102,2077,0,1056,0,1005,0,1308,162,0,0,1952
2,0,1320,0,811,0,439,184,2489,0,649,48,591,88,899,0,0,0,1525
3,0,707,0,1095,0,2145,610,1295,0,912,0,2191,0,1127,0,0,0,1387
4,0,1753,0,1488,0,0,0,3028,0,1002,0,2075,0,1456,0,0,0,1732
5,0,1392,0,597,0,66,0,2602,0,0,0,2307,0,1602,0,0,0,1187
6,785,116,0,2040,577,125,1556,160,183,0,1325,2501,765,680,0,0,0,2166
7,1319,0,271,927,0,401,727,88,574,0,0,2747,0,1405,546,0,0,2125
9,912,0,0,0,0,0,2330,0,0,0,403,0,968,0,0,0,0,149
0,0,355,0,1545,0,566,295,1435,0,838,0,1669,0,1407,139,0,0,1463
1,0,1505,43,611,0,632,292,2810,0,830,72,711,20,970,416,0,0,1431
2,0,1013,0,794,90,457,66,2391,0,545,70,1039,0,1106,66,0,0,786
3,396,671,0,1209,138,1798,785,1142,0,906,112,1691,627,461,0,0,0,1470
4,0,1336,0,1656,0,0,0,2316,0,998,72,2047,0,1324,0,0,0,1088
5,101,1548,0,859,0,0,651,2003,0,312,22,1923,277,1201,0,0,0,1169
6,0,702,0,674,0,152,0,2264,0,0,0,2642,0,1848,0,0,0,943
7,305,0,0,1083,21,117,632,210,247,0,0,1655,0,917,352,0,0,1104
9,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0
0,0,331,0,1766,96,0,0,1399,0,921,0,1489,0,742,0,20,0,1136
1,0,476,0,780,32,857,0,1224,0,1118,0,759,0,277,0,0,0,1010
2,0,451,0,304,0,831,0,1909,0,767,0,1006,0,782,86,0,0,1096
3,499,226,0,1150,62,3833,799,987,0,941,42,3538,60,1036,0,44,0,378
4,64,0,0,1054,475,0,240,60,0,1120,0,1276,70,644,0,0,0,992
5,0,859,0,825,530,0,0,1674,0,761,63,1841,0,1448,115,0,0,1154
6,0,358,0,1112,20,96,540,642,0,100,88,2250,106,782,0,0,0,1128
7,0,0,0,1209,0,175,0,144,334,0,0,2450,0,1447,141,0,0,1173
9,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
0,0,26,0,1981,63,386,100,0,20,1385,0,1635,0,0,61,0,0,2584
1,631,325,0,1330,308,1078,1788,736,0,1559,365,1225,1039,0,229,0,0,2591
2,0,3014,0,1586,0,927,423,4136,0,919,0,1423,0,1160,0,0,0,1963
3,0,442,0,1202,0,2602,1015,843,0,1269,0,2209,303,726,0,0,0,2118
4,0,876,0,1590,591,0,726,1246,0,1436,118,2054,393,863,0,0,0,2361
5,0,973,0,1296,80,0,0,2234,0,282,0,1876,0,1134,0,42,0,2086
6,138,129,0,1561,90,0,379,432,0,105,0,2735,0,976,258,0,0,2604
7,0,0,122,1227,0,203,105,0,0,160,0,2255,0,1461,459,0,0,2388
9,0,0,0,0,602,0,0,0,0,0,760,0,339,0,0,0,0,1037
0,0,0,0,2491,21,80,0,559,0,707,0,2200,0,697,0,0,0,2827
1,0,693,0,1015,0,658,172,1741,0,911,0,941,0,679,173,0,0,2368
2,0,1688,0,1295,0,909,0,3155,0,944,0,1254,0,1412,0,0,0,2239
3,543,377,0,1564,0,2243,1553,379,0,1272,0,2295,697,476,0,60,0,1903
4,63,1246,0,1846,279,0,467,2045,0,1514,247,2244,0,1719,0,0,0,3124
5,0,948,0,1439,315,0,0,1967,0,380,0,1874,0,1225,0,0,0,2274
6,0,20,0,1142,0,66,0,607,182,0,0,2417,0,1019,216,0,0,2301
7,188,97,0,1819,0,173,313,571,0,0,0,2373,0,1961,0,0,0,2840
9,0,0,142,0,0,0,548,0,0,0,0,0,174,0,0,0,0,1787
